Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"22964","","","None","192.168.1.219","tcp","5000","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.219","tcp","7000","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.219","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.219","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"24260","","","None","192.168.1.219","tcp","5000","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 403 Forbidden

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Length: 0
  Server: AirTunes/845.5.1
  X-Apple-ProcessingTime: 0
  X-Apple-RequestReceivedTimestamp: 26369098
  
Response Body :

","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"24260","","","None","192.168.1.219","tcp","7000","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 403 Forbidden

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Length: 0
  Server: AirTunes/845.5.1
  X-Apple-ProcessingTime: 0
  X-Apple-RequestReceivedTimestamp: 26377175
  
Response Body :

","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"24260","","","None","192.168.1.219","tcp","8834","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : yes
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Cache-Control: must-revalidate
  X-Frame-Options: DENY
  Content-Type: text/html
  ETag: 33b83969ea564df02878548c8e223d6f
  Connection: close
  X-XSS-Protection: 1; mode=block
  Server: NessusWWW
  Date: Tue, 25 Mar 2025 21:40:22 GMT
  X-Content-Type-Options: nosniff
  Content-Length: 1217
  Content-Security-Policy: upgrade-insecure-requests; block-all-mixed-content; form-action 'self'; frame-ancestors 'none'; frame-src https://store.tenable.com; default-src 'self'; connect-src 'self' www.tenable.com; script-src 'self' www.tenable.com; img-src 'self' data:; style-src 'self' www.tenable.com; object-src 'none'; base-uri 'self';
  Strict-Transport-Security: max-age=31536000
  Expect-CT: max-age=0
  
Response Body :

<!doctype html>
<html lang=""en"">
    <head>
        <meta http-equiv=""X-UA-Compatible"" content=""IE=edge,chrome=1"" />
        <meta http-equiv=""Content-Security-Policy"" content=""upgrade-insecure-requests; block-all-mixed-content; form-action 'self'; frame-src https://store.tenable.com; default-src 'self'; connect-src 'self' www.tenable.com; script-src 'self' www.tenable.com; img-src 'self' data:; style-src 'self' www.tenable.com; object-src 'none'; base-uri 'self';"" />
        <meta name=""viewport"" content=""width=device-width, initial-scale=1"">
        <meta charset=""utf-8"" />
        <title>Nessus</title>
        <link rel=""stylesheet"" href=""nessus6.css?v=1725650918429"" id=""theme-link"" />
        <link rel=""stylesheet"" href=""tenable_links.css?v=ac05d80f1e3731b79d12103cdf9367fc"" />
        <link rel=""stylesheet"" href=""wizard_templates.css?v=b5a92dc668a0363b1ad1778b8ea10911"" />
        <!--[if lt IE 11]>
            <script>
                window.location = '/unsupported6.html';
            </script>
        <![endif]-->
        <script src=""nessus6.js?v=1725650918429""></script>
        <script src=""pendo-client.js""></script>
        <!--Resource-Script-->
    </head>
    <body>
    </body>
</html>
","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"25202","","","None","192.168.1.219","tcp","0","Enumerate IPv6 Interfaces via SSH","Nessus was able to enumerate the IPv6 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv6 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable IPv6 if you are not actually using it. Otherwise, disable any
unused IPv6 interfaces.","","
The following IPv6 interfaces are set on the remote host :

 - ::1 (on interface lo0)
 - fe80::1 (on interface lo0)
 - fe80::10b0:da31:6c47:46db (on interface en0)
 - fd11:64b2:a026:0:c3c:a71e:72e2:b9f7 (on interface en0)
 - fe80::cfd:f785:a000:2bb5 (on interface en1)
 - fd11:64b2:a026:0:e8:1be9:906a:2739 (on interface en1)
 - fe80::a093:3cff:fef9:cc57 (on interface awdl0)
 - fe80::a093:3cff:fef9:cc57 (on interface llw0)
 - fe80::c9d1:a095:a61b:9cba (on interface utun0)
 - fe80::5675:cc7c:aa9a:a7ac (on interface utun2)
 - fe80::ce81:b1c:bd2c:69e (on interface utun3)
 - fe80::40d3:65b1:2f91:52a0 (on interface utun1)
 - fe80::2367:cef0:60aa:7ede (on interface utun4)
 - fe80::c6fa:fb6b:b13c:4652 (on interface utun5)
","","","","","","","","","None","","","","2007/05/11","2024/11/20","","",""
"25203","","","None","192.168.1.219","tcp","0","Enumerate IPv4 Interfaces via SSH","Nessus was able to enumerate the IPv4 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv4 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable any unused IPv4 interfaces.","","
The following IPv4 addresses are set on the remote host :

 - 127.0.0.1 (on interface lo0)
 - 192.168.1.127 (on interface en0)
 - 192.168.1.219 (on interface en1)
","","","","","","","","","None","","","","2007/05/11","2024/11/20","","",""
"33276","","","None","192.168.1.219","tcp","0","Enumerate MAC Addresses via SSH","Nessus was able to enumerate MAC addresses on the remote host.","Nessus was able to enumerate MAC addresses by connecting to the remote
host via SSH with the supplied credentials.","Disable any unused interfaces.","","
The following MAC addresses exist on the remote host :

  - 72:a7:df:53:d3:41 (interface en1)
  - fe:5b:17:81:7f:ea (interface anpi0)
  - fe:5b:17:81:7f:cb (interface en5)
  - fe:5b:17:81:7f:ca (interface en4)
  - 36:34:fb:79:e2:40 (interfaces en2 & bridge0)
  - 0a:10:eb:fe:3d:65 (interface ap1)
  - fe:5b:17:81:7f:eb (interface anpi1)
  - 36:34:fb:79:e2:44 (interface en3)
  - a2:93:3c:f9:cc:57 (interfaces awdl0 & llw0)
  - 5c:1b:f4:90:1f:29 (interface en0)
","","","","","","","","","None","","","","2008/06/30","2022/12/20","","",""
"35716","","","None","192.168.1.219","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

5C:1B:F4:90:1F:29 : Apple, Inc.
","","","","","","","","","None","","","","2009/02/19","2020/05/13","","",""
"42822","","","None","192.168.1.219","tcp","8834","Strict Transport Security (STS) Detection","The remote web server implements Strict Transport Security.","The remote web server implements Strict Transport Security (STS).
The goal of STS is to make sure that a user does not accidentally
downgrade the security of his or her browser.

All unencrypted HTTP connections are redirected to HTTPS.  The browser
is expected to treat all cookies as 'secure' and to close the
connection in the event of potentially insecure situations.","n/a","http://www.nessus.org/u?2fb3aca6","
The STS header line is :

Strict-Transport-Security: max-age=31536000
","","","","","","","","","None","","","","2009/11/16","2019/11/22","","",""
"45590","","","None","192.168.1.219","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:apple:mac_os_x:15.3.2 -> Apple Mac OS X

Following application CPE's matched on the remote system : 

  cpe:/a:apache:http_server:2.4.62 -> Apache Software Foundation Apache HTTP Server
  cpe:/a:apple:keynote:14.3 -> Apple Keynote
  cpe:/a:apple:pages:14.3 -> Apple Pages
  cpe:/a:apple:safari:18.3.1 -> Apple Safari
  cpe:/a:google:chrome:134.0.6998.119 -> Google Chrome
  cpe:/a:mozilla:firefox:133.0.3 -> Mozilla Firefox
  cpe:/a:mozilla:firefox:133.0.3.. -> Mozilla Firefox
  cpe:/a:ruby-lang:ruby:2.6.10 -> Ruby-lang Ruby
  cpe:/a:tenable:nessus -> Tenable Nessus
  cpe:/a:tenable:nessus:10.8.3 -> Tenable Nessus
  x-cpe:/a:apple:xprotect:5290
  x-cpe:/a:facebook:osquery:5.16.0
","","","","","","","","","None","","","","2010/04/21","2025/03/13","","",""
"51192","","6.4","Medium","192.168.1.219","tcp","8834","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper SSL certificate for this service.","https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : O=Nessus Users United/OU=Nessus Server/L=New York/C=US/ST=NY/CN=steves-Mac-mini.lan
|-Issuer  : O=Nessus Users United/OU=Nessus Certification Authority/L=New York/C=US/ST=NY/CN=Nessus Certification Authority
","","","","6.5","","","","","Medium","","","","2010/12/15","2020/04/27","","",""
"54615","","","None","192.168.1.219","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 100
","","","","","","","","","None","","","","2011/05/23","2025/03/12","","",""
"55417","","","None","192.168.1.219","tcp","0","Firefox Installed (Mac OS X)","The remote Mac OS X host contains a web browser.","Mozilla Firefox is installed on the remote Mac OS X host.","n/a","https://www.mozilla.org/en-US/firefox/new/","
  Path    : /Applications/Firefox.app
  Version : 133.0.3
","","","","","","","","","None","","IAVT:0001-T-0510","","2011/06/24","2024/10/16","","",""
"55472","","","None","192.168.1.219","tcp","0","Device Hostname","It was possible to determine the remote system hostname.","This plugin reports a device's hostname collected via SSH or WMI.","n/a","","
  Hostname : steves-Mac-mini.lan
    steves-Mac-mini (LocalHostName)
    steves-Mac-mini.lan (hostname command)
    steve’s Mac mini (ComputerName)","","","","","","","","","None","","","","2011/06/30","2025/03/11","","",""
"56468","","","None","192.168.1.219","tcp","0","Time of Last System Startup","The system has been started.","Using the supplied credentials, Nessus was able to determine when the
host was last started.","n/a","","
  reboot time                                Tue Mar 25 07:21
  reboot time                                Mon Mar 17 21:57
  shutdown time                              Mon Mar 17 21:55
  reboot time                                Tue Mar 11 00:18
  shutdown time                              Tue Mar 11 00:18
  reboot time                                Mon Mar 10 22:39
  shutdown time                              Mon Mar 10 22:22
  reboot time                                Tue Feb 18 14:55
  shutdown time                              Tue Feb 18 14:53
  reboot time                                Sat Feb  8 01:58
  reboot time                                Fri Feb  7 07:16
  shutdown time                              Fri Feb  7 07:14
  reboot time                                Mon Feb  3 21:31
  shutdown time                              Sun Feb  2 21:17
  reboot time                                Sat Feb  1 12:01
  reboot time                                Fri Jan 31 21:11
  shutdown time                              Mon Jan 27 13:22
  reboot time                                Mon Jan 20 23:17
  shutdown time                              Mon Jan 20 21:47
  reboot time                                Mon Jan 20 20:36
  shutdown time                              Mon Jan 20 19:49
  reboot time                                Mon Jan 20 19:29
  shutdown time                              Mon Jan 20 19:21
  reboot time                                Mon Jan 20 17:51
  reboot time                                Mon Jan 20 14:45
  reboot time                                Tue Jan 14 21:11
  reboot time                                Mon Jan 13 21:38
  reboot time                                Mon Jan 13 17:37
  reboot time                                Wed Jan  8 11:37
  reboot time                                Sat Jan  4 13:55
  reboot time                                Wed Jan  1 21:07
  reboot time                                Tue Dec 24 14:33
  shutdown time                              Tue Dec 24 14:31
  reboot time                                Tue Dec 24 12:57
  reboot time                                Sat Dec 21 14:30
  reboot time                                Sat Dec 21 14:03
  shutdown time                              Sat Dec 21 14:03
  reboot time                                Sat Dec 21 10:17
  reboot time                                Mon Nov 25 01:41
  shutdown time                              Mon Nov 25 01:38
  reboot time                                Sun Nov 24 12:45
  reboot time                                Mon Nov 18 17:49
  reboot time                                Thu Oct 31 09:08
  reboot time                                Thu Oct 24 15:01
  shutdown time                              Tue Oct 15 07:50
  reboot time                                Sat Oct 12 09:13
  
  wtmp begins Sat Oct 12 09:13:26 EDT 2024","","","","","","","","","None","","","","2011/10/12","2018/06/19","","",""
"56567","","","None","192.168.1.219","tcp","0","Mac OS X XProtect Detection","The remote Mac OS X host has an antivirus application installed on
it.","The remote Mac OS X host includes XProtect, an antivirus / anti-
malware application from Apple included with recent releases of Snow
Leopard (10.6) and later.  It is used to scan files that have been
downloaded from the Internet by browsers and other tools. 

Note that this plugin only gathers information about the application
and does not, by itself, perform any security checks or issue a
report.","n/a","https://en.wikipedia.org/wiki/Xprotect","
  Path    : /Library/Apple/System/Library/CoreServices/XProtect.bundle
  Version : 5290
","","","","","","","","","None","","","","2011/10/20","2023/11/27","","",""
"56584","","10.0","Critical","192.168.1.219","tcp","445","Mozilla Foundation Unsupported Application Detection (macOS)","The remote host contains one or more unsupported applications from the
Mozilla Foundation.","According to its version, there is at least one unsupported Mozilla
application (Firefox and/or Thunderbird) installed on the remote host.
This version of the software is no longer actively maintained.

Lack of support implies that no new security patches for the product
will be released by the vendor. As a result, it is likely to contain
security vulnerabilities.","Upgrade to a version that is currently supported.","https://www.mozilla.org/en-US/firefox/organizations/faq/
https://www.mozilla.org/en-US/security/known-vulnerabilities/
https://www.mozilla.org/en-US/firefox/new/
https://www.mozilla.org/en-US/thunderbird/","
  Product           : Mozilla Firefox
  Path              : /Applications/Firefox.app
  Installed version : 133.0.3
  Latest version    : 136.0.0
  EOL URL           : https://www.mozilla.org/en-US/firefox/releases/
","","","","10.0","","","","","Critical","","IAVA:0001-A-0565","","2011/10/21","2024/12/30","","",""
"56984","","","None","192.168.1.219","tcp","8834","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.3/TLSv1.2.
","","","","","","","","","None","","","","2011/12/01","2023/07/10","","",""
"57041","","","None","192.168.1.219","tcp","8834","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","https://www.openssl.org/docs/manmaster/man1/ciphers.html
https://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
https://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","","","","","None","","","","2011/12/07","2021/03/09","","",""
"58180","","","None","192.168.1.219","tcp","0","Mac OS X DNS Server Enumeration","Nessus enumerated the DNS servers being used by the remote Mac OS X
host.","Nessus was able to enumerate the DNS servers configured on the remote
Mac OS X host by looking in /etc/resolv.conf.","n/a","","
Nessus found the following nameservers configured in /etc/resolv.conf :

192.168.1.1
","","","","","","","","","None","","","","2012/03/01","2023/11/27","","",""
"60019","","","None","192.168.1.219","tcp","0","Mac OS X Admin Group User List","There is at least one user in the 'Admin' group.","Using the supplied credentials, Nessus was able to extract the member
list of the 'Admin' and 'Wheel' groups. Members of these groups have
administrative access to the remote system.","Verify that each member of the group should have this type of access.","","
The following users are members of the 'Admin' group :
  - root
  - evie
  - steve
  - ben

The following user is a member of the 'Wheel' group :
  - root
","","","","","","","","","None","","","","2012/07/18","2023/11/27","","",""
"64582","","","None","192.168.1.219","tcp","0","Netstat Connection Information","Nessus was able to parse the results of the 'netstat' command on the
remote host.","The remote host has listening ports or established connections that
Nessus was able to extract from the results of the 'netstat' command.

Note: The output for this plugin can be very long, and is not shown by default. To display it, enable verbose reporting in scan settings.","n/a","","","","","","","","","","","None","","","","2013/02/13","2023/05/23","","",""
"66334","","","None","192.168.1.219","tcp","0","Patch Report","The remote host is missing several patches.","The remote host is missing one or more security patches. This plugin lists the newest version of each patch to install 
to make sure the remote host is up-to-date.

Note: Because the 'Show missing patches that have been superseded' setting in your scan policy depends on this plugin,
it will always run and cannot be disabled.","Install the patches listed below.","","

. You need to take the following action :

[ Mozilla Firefox < 136.0 (221619) ]

+ Action to take : Upgrade to Mozilla Firefox version 136.0 or later.

+Impact : Taking this action will resolve 23 different vulnerabilities (CVEs).



","","","","","","","","","None","","","","2013/07/08","2025/03/11","","",""
"66717","","","None","192.168.1.219","udp","5353","mDNS Detection (Local Network)","It is possible to obtain information about the remote host.","The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts residing on the same
network segment as Nessus.","Filter incoming traffic to UDP port 5353, if desired.","","Nessus was able to extract the following information :

  - mDNS hostname       : steves-Mac-mini.local.

  - Advertised services :
    o Service name      : steve’s Mac mini._airplay._tcp.local.
      Port number       : 7000
    o Service name      : 0E9EF6BE2940@steve’s Mac mini._raop._tcp.local.
      Port number       : 7000
    o Service name      : steve’s Mac mini._companion-link._tcp.local.
      Port number       : 49378

","","","","","","","","","None","","","","2013/05/31","2013/05/31","","",""
"70610","","","None","192.168.1.219","tcp","0","Apple Keynote Detection (Mac OS X)","A presentation software application is installed on the remote Mac OS
X host.","Apple Keynote is installed on the remote Mac OS X host. It is an
application for creating and delivering presentations.","n/a","https://www.apple.com/keynote/","
  Path    : /Applications/Keynote.app
  Version : 14.3


","","","","","","","","","None","","","","2013/10/25","2025/03/19","","",""
"70890","","","None","192.168.1.219","tcp","0","Google Chrome Installed (Mac OS X)","The remote Mac OS X host contains an alternative web browser.","Google Chrome is installed on the remote Mac OS X host.","n/a","https://www.google.com/chrome/","
  Path    : /Applications/Google Chrome.app
  Version : 134.0.6998.119
","","","","","","","","","None","","IAVT:0001-T-0511","","2013/11/13","2025/03/19","","",""
"72280","","","None","192.168.1.219","tcp","0","Apple Pages Installed (Mac OS X)","The remote host has an application for word processing and desktop
publishing.","Apple Pages is installed on the remote Mac OS X host. It is a tool for
word processing and desktop publishing.","n/a","https://www.apple.com/pages/","
  Path    : /Applications/Pages.app
  Version : 14.3
","","","","","","","","","None","","","","2014/02/04","2025/03/19","","",""
